,영화명,유형,장르,제작년도,감독,출연,줄거리
333,케빈에 대하여,극영화,"드라마,스릴러",2011.0,린 램지,"린 램지,로리 키니어 ","여행가,엄마와아들,반항,책임"
334,인트루더스 ,극영화,"공포,스릴러",2011.0,후안 카를로스 프레스나딜로,"자이메 마르케스,니콜라스 카사리에고 ","악령,괴물,얼굴,스페인,영국"
337,잭 앤 질,극영화,"멜로드라마,코메디",2011.0,데니스 듀간,"스티브 코렌,로버트 스미젤,벤 주크 ","쌍둥이,남매,비호감,명절"
342,에로 닌자 카즈미 5,극영화,에로,2008.0,와타나베 세이키,,"닌자,총,대장장이,평화,도면"
343,섹스 콜렉터,극영화,에로,2010.0,호리우치 히로시 ,호리우치 히로시 ,"영상,수집,누드사진,취미,몸"
344,네이키드웨폰 - 사소리,극영화,"액션,드라마",2011.0,마위호,,"남자친구,괴한,살해,복수,기억상실증"
358,빙우(氷雨),극영화,"멜로드라마,스포츠,드라마",2003.0,김은숙,"박미영,서지영,김은숙","기억,등반,빙벽,삼각관계,아시아크,알래스카,얼음동굴,조난,눈보라,알라스카,조난사고,설산,고립,얼음,추억,첫사랑,죽음"
362,해피 에로 크리스마스,극영화,"코메디,드라마",2003.0,이건동,"이건동(정현심,이언희)","건달,경찰,두목,보스,볼링장,순경,실연,온천,조폭,징크스,짝사랑,크리스마스,상호견제"
363,실미도,극영화,"드라마,첩보,군사,반공/분단,전쟁",2003.0,강우석,김희재,"1970년대,684부대,김일성암살계획,비밀특공대,사형,사회낙오자,성폭행,실화바탕,암살,연좌제,인천,지옥훈련,살인미수,군인,김일성,살인훈련,특수훈련,자폭,무장공비,남북문제"
368,휴가,극영화,드라마,2002.0,이정표,이정표(시나리오 감독),"1970년,강원도,늦가을,단편영화,독립영화,전쟁고아,휴가,첫휴가,식당,작부,잠자리,반지,은반지,누나,오누이,남매"
369,나비,극영화,"액션,드라마,범죄",2003.0,김현성,권재우,"1980년대,군부독재,기차역,문신,삼청교육대,제비,재회,만남,헤어짐,사랑과이별,제비족,룸싸롱,룸살롱,바람,군인"
370,오세암,애니메이션,"드라마,가족",2003.0,"성백엽,양진철","최민용,이서경,성백엽","누나,동화원작,산사,스님,암자,애니메이션,엄마,장님,폭설,시각장애인,남매,오누이,절,활기,동심,소원,깨달음"
371,와일드 카드,극영화,"액션,범죄,미스터리",2003.0,김유진,이만희,"강력계형사,강력반,강력반형사,권총,범인,살인,연쇄살인,잠복,잠복수사,총,퍽치기,희생자,형사"
372,선택,극영화,"드라마,사회물(경향),반공/분단",2003.0,홍기선,이맹유,"UN군포로,각서,간수,교도소,비전향장기수,이데올로기,전향,좌익수,해방,간첩,국방경비법,사형선고,형무소,대전교도소,통일"
373,대한민국 헌법 제1조,극영화,"코메디,드라마,사회물(경향)",2003.0,송경식,"김진수,최종태(지상학,문상훈,박종근,김태형,김미현,박연선,정성희,최원,문성룡)","국회의원,국회의원선거,뉴스앵커,보궐선거,복상사,부정선거,부패정치,부정선거,암살음모,야당,여당,윤락녀,음모,정치,정치비리,정치음모,정치인,정치풍자,킬러,선거구,선거"
374,선생 김봉두,극영화,"코메디,드라마",2003.0,장규성,"장규성,이원형","강원도,뇌물,돈봉투,시골분교,재개발,특별과외,폐교,담임선생님,불량선생,선생,선생님,초등학교선생,교사,초등학교교사,총각교사,대기발령,까막눈,전학,도시,서울,서울상경,서울생활"
375,보리울의 여름,극영화,"코메디,드라마,아동",2003.0,이민용,이만희,"성당,수녀,스님,신부,축구,아버지와아들,아빠와아들,부자관계,부자지간,코치,절,축구선수,축구감독,시골마을,시골생활"
377,헝거게임: 캣칭 파이어,극영화,"액션,판타지",2013.0,프란시스 로렌스,"마이클 안트,사이몬 비우포이","게임,독재정권,생존,승리,우승,미국소설원작,소설원작"
378,대부 - 끝나지 않은 이야기 ,극영화,"드라마,스릴러",2011.0,올리비에 마르샬,올리비에 마르샬,"집시,마약거래,교도소,탈출"
379,밀프,극영화,코메디,2010.0,스캇 휠러,에릭 이스튼버그,"대학교,단짝친구,성경험"
380,지.지.지,극영화,"범죄,스릴러",2011.0,마이클 위닉,마이클 위닉,"도난,가면,정의의사도,찾기"
381,아수라,애니메이션,공포,2012.0,사토 케이이치,타카하시 이쿠코,"살인,생존본능,식인,만화원작,애니메이션"
383,마리 크뢰이어,극영화,"드라마,멜로드라마",2012.0,빌 어거스트,피터 아스무센,"덴마크,결혼생활,연하의남자,선택"
386,리무브드,극영화,"공포,액션,스릴러",2012.0,데이빗 맥클로이,"데이빗 맥클로이,마크 메넷","임상시험,병원,희생"
387,우리 엄마는 돌리파튼,극영화,"드라마,코메디",2011.0,타라 존스,타라 존스,"소녀,엄마,진실,엄마와딸,새엄마"
389,템페스트,(실황)공연물,뮤직,2012.0,로버트 르페이지,,"오페라,셰익스피어,실황,공연실황"
394,나에게서 온 편지,극영화,"드라마,코메디",2012.0,카린느 타르디유,카린느 타르디유,"말괄량이,소녀,코미디,개학,친구"
395,오로라공주,극영화,"드라마,범죄,스릴러",2005.0,방은진,서민희,"모성,모성애,복수,복수살인,성폭행,엄마,연쇄살인,엄마와딸,딸의죽음,복수극,아동성폭행,미성년자성폭행"
400,생산적 활동,극영화,"드라마,코메디",2003.0,오점균,조마리,"단편영화,데이트,독립영화,성욕,땀,생산,20대,커플,섹스,빈집,고난,극복"
415,동갑내기 과외하기,극영화,"코메디,드라마",2003.0,김경형,박연선(김경형),"강남8학군,강남구대치동,고교생,고등학생,과외,과외선생,대학생,동갑,등록금,몸짱,벼락부자,복학생,소설원작,스티커사진,실직,얼짱,오토바이,인터넷소설원작,제자,특별과외,과외선생님,시리즈"
416,쇼쇼쇼,극영화,"코메디,드라마,멜로드라마",2002.0,김정호,"김정호,강영숙,한희정","1970년대,고고장,곤봉,데뷰작,디스코,칵테일바,군인가정,군인가족,양아치,노름,술집,미친여자,선술집,칵테일,막걸리,국내최초"
417,국화꽃 향기,극영화,"멜로드라마,신파,드라마",2003.0,이정욱,김희재,"대학생,동아리,라디오PD,북클럽,불치병,소설원작,연상연하,결혼,라디오,투병,투병생활,위암,남편,사랑,사랑과이별"
418,초승달과 밤배,극영화,"멜로드라마,아동,가족,드라마",2002.0,장길수,,"동생,바닷가,빵집,신문배달,영양실조,의붓남매,찔레꽃,할머니,바다,어촌,갯벌,꼬막,포대기,오빠,삼촌,남매,오누이,가족"
419,이중간첩,극영화,"드라마,첩보,반공/분단,스릴러",2003.0,김현정,"심혜원(백승재(시나리오진행),김정행(시나리오진행),김연실(시나리오진행),이아영(시나리오진행))","1980년대,DJ,간첩,냉전,대남공작원,자수,접선,지령,냉전시대,베를린,동베를린,독일,분단,분단국,총격전,남북분단,남파공작원,위장귀순,위장간첩,라디오DJ"
420,클래식,극영화,"멜로드라마,신파,드라마",2002.0,곽재용,곽재용,"1960년대,1인2역,다락방,대학생,베트남전,베트남전쟁,비밀상자,소나기,연극반,월남전,첫사랑,편지대필,연극부,선배,연애편지,편지,동행,사랑과우정,짝사랑"
421,블루,극영화,"액션,드라마,해양액션",2003.0,이정국,"강제규(시나리오감수),김해곤(각본)(조중훈)","동료애,잠수함,장교,해군,훈련교관,잠수부,친구,라이벌,옛사랑,옛애인,옛연인,사랑과우정,불시착,침몰,심해,삼각관계"
422,H(에이치),극영화,"드라마,합작(번안물),스릴러",2002.0,이종혁,"이종혁, 김희재, 오승욱","낙태,모방범죄,사지절단,사형선고,여형사,연쇄살인,엽기살인,임산부,카피캣,연쇄살인마,연쇄살인범,토막시체,자수,모방살인,주술,주술사"
423,온리 갓 포기브스 ,극영화,"드라마,액션,범죄,스릴러",2013.0,니콜라스 윈딩 레픈,니콜라스 윈딩 레픈,"방콕,액션,마약밀매,복수,형의복수"
424,럭키,극영화,드라마,2011.0,아비 루트라,아비 루트라,"어머니의죽음,이웃,할머니,고아,친아버지"
425,치어리더 캠프,극영화,코메디,2013.0,마크 쿠오드,나오미 L. 셀프만,"치어리더,훈련,캠프,사랑,꿈"
426,셀러브리티 섹스 테이프,극영화,코메디,2012.0,스캇 휠러,"조나단 호그,패트릭 시한,맷 쇼트","동영상,유출,배상,사업"
427,넘버스 스테이션,극영화,"액션,스릴러",2013.0,카스퍼 바포드,F. 스콧 프레이저,"요원,암호,습격,탈출"
428,R.I.P.D. : 알.아이.피.디.,극영화,"액션,코메디",2013.0,로베르트 슈벤트케,"필 헤이,맷 맨프레디","살해,경찰살해,중간세계,악령,체포"
429,버니,극영화,"드라마,코메디,범죄",2011.0,리차드 링클래이터,"스킵 홀랜드워스,리차드 링클래이터","상속,미망인,장례사,살인"
430,V/H/S:죽음을 부르는 비디오,극영화,"공포,스릴러",2012.0,"데이빗 브룩크너,글렌 맥퀘이드,조 스완버그,티 웨스트 ,애덤 윈가드,라디오 사일런스","데이빗 브룩크너,글렌 맥퀘이드,티 웨스트 ,라디오 사일런스,브래드 미스카,사이몬 바렛,조 스완버그","비디오테이프,녹화,호러,옴니버스영화"
431,빅픽처,극영화,드라마,2010.0,에릭 라티고,"에릭 라티고,로랑 드 바틸라트","가짜행세,불륜,사진작가,살인,아내,변호사,미국소설원작,소설원작"
432,"아이,애나",극영화,"멜로드라마,느와르",2012.0,버나비 사우스콤,버나비 사우스콤,"런던,살인사건,형사,수사,몽타주"
433,그림 리퍼,극영화,공포,2007.0,마이클 페이퍼 ,"마이클 페이퍼 ,엘리스 워커","교통사고,사신,정신병원,탈출"
435,그녀를 모르면 간첩,극영화,"코메디,드라마,첩보",2004.0,박한준,하원준,"공작금,삼수생,아르바이트,얼짱,위장간첩,인터넷,입대영장,짝사랑,패스트푸드점,위장취업,간첩,여간첩,온라인사이트,인터넷사이트,군입대,입영영장"
438,라이어,극영화,"코메디,드라마,멜로드라마",2004.0,김경형,"김경형,황준서,문동식","거짓말,양다리,연극원작,택시기사,현상수배범,연극의영화적재구성,택시운전,현상수배,이중생활,백수,동창"
439,그녀를 믿지 마세요,극영화,"코메디,드라마",2004.0,배형준,최희대,"가방,교도소,기차,반지,부산,사기,소매치기,약사,약혼녀,전과자,프로포즈,사기꾼,가석방,결혼반지,사기극,거짓말"
447,품행제로,극영화,"코메디,드라마,하이틴(고교)",2002.0,조근식,"이해준,이해영,이지형,정진완","1980년대,경아,기타,롤러스케이트,미용실,빽판,스잔,운동화,학교짱,디스코텍,디스코장,디스코클럽,여학생,여학교,여고,여고생,고등학교,고등학생,고교생,고교시절,퀸카"
448,휘파람 공주,극영화,"드라마,첩보,반공/분단,코메디",2002.0,이정황,박계옥,"CIA,락페스티벌,무용,수석무용수,테러음모,평양예술단,북한,무용가,무용수,무용학교,무용과,일탈,암살음모"
449,비디오를 보는 남자,극영화,"멜로드라마,드라마",2002.0,김학순,"김학순,임영태","반납기,편지,홈비디오,비디오대여점,비디오테이프,비디오테잎,익명,사생활,결핍,비디오가게"
450,화장실 어디에요?,극영화,"드라마,청춘영화",2002.0,프루트 첸,,"공중화장실,뉴욕,만리장성,민간요법,북경,불치병,위암,장암,공용화장실,부산,인삼,한의원,해양,청부살인,청부살인업자,살인청부업자"
451,광복절 특사,극영화,"코메디,드라마",2002.0,김상진,박정우,"교도소,모범수,숟가락,탈옥,폭동,광복절,석방,죄수,바람,탈옥범,탈옥수,립스틱"
452,색즉시공,극영화,"코메디,드라마",2002.0,윤제균,윤제균,"고시,군제대,기숙사,동아리,복학생,섹스코미디,에어로빅,차력,해병,신입생,대학신입생,퀸카,변태,킹카,청춘,대학생,대학생활"
453,해안선,극영화,"드라마,스릴러",2002.0,김기덕,김기덕,"간첩,군대,군사경계지역,군인,동해안,의가사제대,표창,해병,동해,오인사살,군사기지,정사,민간인,부대"
454,밀애,극영화,"멜로드라마,드라마",2002.0,변영주,"김재연,변영주","두통,불륜,소설원작,시골병원,연못,외도,전업주부,불륜,물고기,호수,호숫가"
455,남자 태어나다,극영화,"코메디,드라마,스포츠",2002.0,박희준,이창열,"1980년대,권투,대학,마이도,트레이닝,섬,외딴섬,소원,세남자,삼총사,권투선수,경희대학교,대학생,대학진학,대학입학,대학입시,복서"
456,히든 서스펙트  ,극영화,"범죄,스릴러",2013.0,데이빗 A. 암스트롱,제이 안소니 화이트,"부패경찰,마피아,두목,인질극"
458,2차 노출,극영화,"드라마,멜로드라마,미스터리",2011.0,리 위,리 위,"성형외과,스릴러,판타지,트라우마,광기"
459,다크 아워,극영화,"SF,공포,미스터리",2006.0,엘리오 퀴로가,엘리오 퀴로가,"핵전쟁,황폐화,생존자,오염"
460,코리올라누스: 세기의 라이벌,극영화,"드라마,스릴러,전쟁",2011.0,랄프 파인즈,존 로건,"로마,복수,셰익스피어,장군,전쟁,희곡원작,배신자,영국희곡원작,고전의재해석"
461,라스트 엑소시즘: 잠들지 않은 영혼,극영화,"공포,스릴러",2013.0,에드 게스-도넬리,"에드 게스-도넬리,다미엔 차젤레","보호소,악령,악마,엑소시즘,빙의,청소년보호소,퇴마의식,퇴마"
462,오스카 그랜트의 어떤 하루,극영화,드라마,2013.0,라이언 쿠글러,라이언 쿠글러,"새출발,새해,샌프란시스코,실화바탕,실화바탕바탕,실화바탕바탕,실화바탕바탕,총격전,프로포즈,하루,흑인남성,새해맞이,총격사건,흑인청년,과잉진압,공권력남용,인종차별"
463,일로 일로,극영화,드라마,2013.0,앤서니 첸,앤서니 첸,"싱가폴,1990년대,엄마,불경기"
464,우리는 댄스소녀2,TV-시리즈,"드라마,뮤지컬",2011.0,"조엘 즈윅,쉘리 젠슨","크리스 톰슨,에일린 콘,데이비드 홀든","소녀,댄서,도전,드라마"
465,레드: 더 레전드,극영화,"액션,코메디,범죄",2013.0,딘 패리소트,"존 호버,에리히 호버","만화원작,미국만화원작,위기,특수요원,전직요원,살상무기,제거,DC코믹스,DC Comics,디씨코믹스,전직CIA,시리즈,속편"
466,프라이버시,극영화,스릴러,2012.0,요르그 이흘레,요르그 이흘레,"어플리케이션,대회,훔쳐보기,과거,비밀"
467,노마드 더비기닝,극영화,"SF,액션",2013.0,토마스 딕슨,토마스 딕슨,"SF,외계인,지구"
469,극장판 헌터X헌터: 팬텀루즈  ,애니메이션,드라마,2013.0,사토 유조,요네무라 쇼지,"우정,복수,생존자,소년"
477,"호흡법, 제2장",극영화,드라마,2002.0,이형석,이형석,"강아지,단편영화,독립영화,사격장,성적호기심,임신,총소리,가족,소년,총성,호흡,호흡법,생명"
